Date,Open,High,Low,Close,Adj Close,Volume
2024-02-28,2929.326172,3028.160156,2920.359619,2992.767334,2992.767334,19453854528
2024-02-29,2992.189697,3214.579102,2953.469727,3123.775635,3123.775635,30341742827
2024-03-01,3124.789551,3247.839600,3057.929688,3092.659180,3092.659180,26345769499
2024-03-02,3092.701904,3186.798096,3092.542236,3167.291504,3167.291504,15564298037
2024-03-03,3168.310547,3190.060059,3133.954834,3155.301025,3155.301025,11087043266
2024-03-04,3156.062012,3220.606445,3107.090576,3219.862061,3219.862061,12583702029
2024-03-05,3218.336914,3353.987793,3176.762939,3344.834961,3344.834961,24666788312
2024-03-06,3346.212402,3523.342285,2970.758545,3274.762451,3274.762451,43946641347
2024-03-07,3273.936279,3586.370117,3227.797363,3504.357910,3504.357910,32058196101
2024-03-08,3503.518066,3598.527588,3429.877441,3537.883789,3537.883789,20506906456
2024-03-09,3538.324951,3651.288330,3496.314209,3556.503174,3556.503174,23882189899
2024-03-10,3556.556396,3609.809082,3546.084229,3577.847168,3577.847168,10898357984
2024-03-11,3578.004150,3626.556152,3474.730713,3546.785645,3546.785645,14423965649
2024-03-12,3546.826416,3741.187500,3421.842285,3720.223877,3720.223877,26353668511
2024-03-13,3720.448242,3742.885010,3509.321289,3642.642578,3642.642578,24633748563
2024-03-14,3642.635254,3735.612793,3599.207031,3657.819092,3657.819092,20111250178
2024-03-15,3657.169189,3663.396240,3419.892090,3568.066162,3568.066162,23371055707
2024-03-16,3567.805664,3611.487549,3280.964355,3429.865967,3429.865967,30766035517
2024-03-17,3430.678223,3471.806396,3184.563721,3234.866455,3234.866455,18548517709
2024-03-18,3235.022217,3376.673828,3132.673828,3346.699951,3346.699951,18320009162
2024-03-19,3346.595215,3346.777344,3178.539307,3235.403076,3235.403076,19462364884
2024-03-20,3235.736328,3261.405029,2898.861816,2907.029541,2907.029541,31455485430
2024-03-21,2907.746582,3232.135742,2815.671875,3212.228516,3212.228516,33467545220
2024-03-22,3212.799316,3292.477295,3141.408203,3215.647705,3215.647705,20449884277
2024-03-23,3215.561768,3268.176758,2998.640381,3070.159912,3070.159912,18948502348
2024-03-24,3071.913818,3162.319580,3014.375732,3072.836426,3072.836426,12195346581
2024-03-25,3072.902588,3210.502441,3040.311279,3196.582031,3196.582031,11248582682
2024-03-26,3196.812500,3374.745361,3167.181885,3313.523926,3313.523926,17166954792
2024-03-27,3313.709717,3391.211426,3273.958740,3311.722656,3311.722656,17082976156
2024-03-28,3311.546143,3387.491211,3197.524902,3236.731445,3236.731445,17341912713
2024-03-29,3236.824951,3342.143066,3201.880371,3299.905762,3299.905762,15214519333
2024-03-30,3299.644287,3324.352539,3221.590820,3251.641113,3251.641113,11770906545
2024-03-31,3251.660889,3301.898193,3231.359619,3248.065430,3248.065430,8693496549
2024-04-01,3248.072021,3386.659180,3247.415771,3379.717041,3379.717041,9728077140
2024-04-02,3264.999268,3265.619629,3109.611572,3143.452637,3143.452637,16736400384
